key,date,place_id,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,locality_code,locality_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,population_age_80_and_older,gdp,gdp_per_capita,human_capital_index,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,dew_point,relative_humidity
TV,2020-07-13,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.611111,27.0,32.222222,0.254,,25.611111,79.142359
TV,2020-07-14,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,27.722222,24.0,33.0,8.636,,24.444444,82.376897
TV,2020-07-15,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.388889,24.0,32.0,31.496,,23.777778,76.129414
TV,2020-07-16,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.222222,24.0,32.277778,0.508,,24.333333,75.000061
TV,2020-07-17,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.5,24.388889,32.722222,0.0,,24.222222,73.317017
TV,2020-07-18,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.555556,25.0,31.222222,0.0,,24.944444,80.853794
TV,2020-07-19,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.944444,28.0,32.0,0.0,,25.222222,75.864564
TV,2020-07-20,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.888889,28.0,33.0,0.0,,25.5,77.374786
TV,2020-07-21,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.666667,28.0,32.0,0.0,,25.388889,77.854957
TV,2020-07-22,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.388889,25.0,31.722222,0.0,,25.111111,82.455765
TV,2020-07-23,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.333333,23.388889,30.0,8.89,,25.111111,82.722595
TV,2020-07-24,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.555556,24.888889,31.0,33.274,,25.166667,81.931734
TV,2020-07-25,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.944444,27.0,32.0,0.0,,25.666667,77.894924
TV,2020-07-26,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.5,27.0,32.388889,0.0,,25.388889,78.606413
TV,2020-07-27,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.277778,27.0,31.0,0.0,,25.0,82.442656
TV,2020-07-28,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.888889,26.611111,32.777778,1.016,,25.333333,81.163979
TV,2020-07-29,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.555556,25.777778,33.0,21.082,,25.722222,79.921268
TV,2020-07-30,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.111111,26.0,31.111111,0.254,,25.555556,81.191817
TV,2020-07-31,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.777778,25.5,33.0,2.032,,25.555556,78.128303
TV,2020-08-01,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.555556,25.0,32.388889,0.0,,25.333333,82.748419
TV,2020-08-02,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.166667,23.388889,32.611111,26.67,,25.722222,81.735786
TV,2020-08-03,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.055556,25.777778,32.0,14.732,,25.722222,82.262716
TV,2020-08-04,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.888889,26.277778,33.0,15.748,,25.333333,76.61208
TV,2020-08-05,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.833333,27.0,32.0,0.0,,25.555556,77.87895
TV,2020-08-06,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.75,26.555556,31.861111,3.048,,25.305556,77.106501
TV,2020-08-07,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,30.111111,26.388889,32.277778,0.0,,25.166667,74.893544
TV,2020-08-08,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.722222,26.0,32.5,0.0,,25.388889,82.223054
TV,2020-08-09,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,27.611111,25.0,32.0,34.036,,24.388889,82.638281
TV,2020-08-10,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.0,27.0,32.388889,1.016,,25.444444,81.177905
TV,2020-08-11,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.666667,26.0,33.0,19.558,,25.388889,82.488477
TV,2020-08-12,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,27.472222,25.111111,30.5,20.701,,25.194444,87.482723
TV,2020-08-13,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.333333,25.388889,31.0,0.254,,24.777778,81.094122
TV,2020-08-14,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.5,26.388889,31.0,0.0,,24.722222,80.046162
TV,2020-08-15,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.888889,26.0,32.0,1.016,,25.444444,81.701882
TV,2020-08-16,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,27.944444,25.777778,31.777778,5.842,,25.277778,85.461686
TV,2020-08-17,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.111111,25.5,32.0,22.098,,24.333333,75.483369
TV,2020-08-18,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.777778,25.0,32.0,3.302,,24.611111,78.244714
TV,2020-08-19,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.111111,24.777778,32.222222,1.524,,25.111111,79.073793
TV,2020-08-20,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.444444,26.0,32.0,0.0,,25.555556,79.643458
TV,2020-08-21,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.833333,25.388889,32.0,16.764,,25.666667,78.394226
TV,2020-08-22,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.5,26.777778,32.111111,3.556,,25.111111,81.92501
TV,2020-08-23,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.944444,25.0,32.0,24.892,,24.722222,78.009113
TV,2020-08-24,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.611111,26.222222,32.222222,0.762,,25.722222,79.665777
TV,2020-08-25,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.388889,26.5,32.277778,2.032,,26.0,82.03216
TV,2020-08-26,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,27.166667,24.5,30.0,39.624,,24.166667,83.711802
TV,2020-08-27,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.333333,24.0,32.0,4.318,,24.611111,80.290456
TV,2020-08-28,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,29.055556,25.694444,31.805556,5.715,,24.972222,78.674103
TV,2020-08-29,ChIJTaCxWbmcwW8RLhIHB2hUZ48,Q672,country/TUV,TV,Tuvalu,,,,,,,TV,TUV,0,0,0,,,0,0,,,,,,,,,,,,11792,6057,6178,4284,7362,,,393067.0,,2536,2087,2310,1858,971,1178,862,323,88,22,111,47271463,4059,0.554,2177266,-7.475,178.005556,,30,38,0,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882,,,,,,,,,,,,,,,,,,,,,,,,,,,91643080705,176.744158,28.555556,25.0,32.0,5.588,,25.722222,84.681764
